date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
9/30/2016,66666,EME,ND,-7783,-1407,11620,437286,ND,3084,11816,-4645,1323326
9/30/2016,69995,ForeignAll,ND,-16153,-4995,52623,2428020,ND,16325,47859,31249,7217186
9/30/2016,79995,IROTotal,ND,-6217,-88,7638,64805,ND,-39,5,41,65
9/30/2016,99996,Total,ND,-22370,-5237,60388,2492791,ND,16286,47434,31704,7217230
10/31/2016,10189,Austria,ND,-54,-168,-632,6939,ND,-24,455,-380,11224
10/31/2016,10251,Belgium,ND,13057,-174,-12841,7487,ND,2,-4462,2025,49571
10/31/2016,10502,Denmark,ND,-2801,-377,2698,12476,ND,-150,-4410,-588,65587
10/31/2016,10707,Finland,ND,62,-80,-158,3958,ND,20,-2490,-355,34330
10/31/2016,10804,France,ND,-4509,-2405,3107,124964,ND,-403,-2372,2710,333788
10/31/2016,11002,Germany,ND,-8327,-1583,10443,69638,ND,413,-4354,-647,281469
10/31/2016,11207,Greece,ND,-110,-1,-97,2360,ND,-6,155,14,4801
10/31/2016,11401,Ireland,ND,2662,-592,-3289,64242,ND,-6710,-22384,1872,394009
10/31/2016,11509,Italy,ND,-180,-893,144,27369,ND,131,1050,-501,62267
10/31/2016,11703,Luxembourg,ND,3914,-905,-3572,79427,ND,913,-1671,3482,52712
10/31/2016,12009,Monaco,ND,0,0,0,0,ND,-10,1,9,13
10/31/2016,12106,Netherlands,ND,-3775,-2168,4220,169696,ND,169,-6554,-983,251479
10/31/2016,12203,Norway,ND,1233,-360,-1500,25224,ND,-93,-280,742,25595
10/31/2016,12319,Portugal,ND,-77,-66,-364,3167,ND,55,-99,31,7642
10/31/2016,12505,Spain,ND,-93,-512,78,19837,ND,230,2688,-1735,87502
10/31/2016,12602,Sweden,ND,259,-485,871,30427,ND,41,-4771,-2611,81481
10/31/2016,12688,Switzerland,ND,-51,-317,174,15307,ND,378,-22508,4572,395900
10/31/2016,12807,Turkey,ND,323,-379,-1347,15521,ND,-31,-139,262,18337
10/31/2016,13005,UK,ND,-6222,-6763,6470,289823,ND,4212,-48660,-9690,855963
10/31/2016,13006,Guernsey,ND,-141,-235,-147,10764,ND,-55,-1517,1589,28647
10/31/2016,13007,Jersey,ND,216,-347,-267,14673,ND,-21,-4673,-1473,82135
10/31/2016,15288,CzechRep,ND,-162,-19,129,721,ND,1,82,111,2016
10/31/2016,15768,Poland,ND,-915,-276,98,12826,ND,-13,295,-128,8874
10/31/2016,16101,Russia,ND,-14,-54,-185,9927,ND,-30,191,310,43517
10/31/2016,16713,EuroArea,ND,2612,-9673,-2710,579391,ND,-5222,-40090,5736,1570435
10/31/2016,19992,EurTotal,ND,-5921,-19708,4797,1059356,ND,-943,-126296,-1466,3189308
10/31/2016,29998,Canada,ND,-2919,-3889,3656,329795,ND,2436,-4393,-6730,412528
10/31/2016,30104,Argentina,ND,2368,-267,269,22180,ND,168,-30,-287,3520
10/31/2016,30155,Barbados,ND,9,-62,35,2912,ND,21,0,-19,3
10/31/2016,30309,Brazil,ND,-1415,1068,-96,49450,ND,388,14362,-460,119631
10/31/2016,30406,Chile,ND,-304,-192,626,15628,ND,-49,867,2,11819
10/31/2016,30503,Colombia,ND,75,-699,-622,18263,ND,38,-79,296,6043
10/31/2016,31704,Mexico,ND,1282,-13,-1551,94655,ND,350,2856,-144,62383
10/31/2016,31887,Panama,ND,481,-159,-199,8104,ND,-114,177,608,20525
10/31/2016,32204,Peru,ND,-14,-183,188,8870,ND,3,-24,2,2061
10/31/2016,32409,TrinidadTobago,ND,-49,-16,26,716,ND,-8,0,8,0
10/31/2016,32603,Uruguay,ND,-739,-101,746,3863,ND,11,3,2,47
10/31/2016,32719,Venezuela,ND,-110,-671,-157,6046,ND,0,26,-34,66
10/31/2016,34401,CaribTotal,ND,-13160,-995,12853,394402,ND,1212,-17465,8966,1319317
10/31/2016,35254,Aruba,ND,1,-5,-7,204,ND,1,0,-1,0
10/31/2016,35319,Bahamas,ND,-2590,-8,2565,795,ND,-58,-102,-338,5575
10/31/2016,35602,Bermuda,ND,-1385,-307,786,29406,ND,-519,-3061,-1566,203170
10/31/2016,35807,BritishVI,ND,-26,-121,14,10766,ND,-1884,-585,3985,51052
10/31/2016,36137,Cayman,ND,-8353,402,8146,342113,ND,-968,-11611,7805,978139
10/31/2016,36188,Curacao,ND,-501,-39,505,3355,ND,234,-409,260,79749
10/31/2016,37206,NethAnt,ND,-476,-39,555,6629,ND,234,-423,-1256,62307
10/31/2016,39001,CaribBanking,ND,-12297,-112,11666,392160,ND,459,-15020,6064,1256114
10/31/2016,39942,LATotal,ND,1597,-1454,-229,234518,ND,799,18185,-13,226386
10/31/2016,41408,China,ND,-548,-20,425,1719,ND,-231,-2109,2282,104008
10/31/2016,42005,HongKong,ND,-1608,-41,1669,3590,ND,1199,-1519,-3832,128040
10/31/2016,42102,India,ND,-477,-14,381,10457,ND,143,-812,1155,134314
10/31/2016,42218,Indonesia,ND,-592,-323,-67,26578,ND,-67,-7,238,33881
10/31/2016,42501,Israel,ND,-91,-97,-705,16913,ND,-46,-3655,2183,51568
10/31/2016,42609,Japan,ND,435,-2741,2356,92227,ND,-1036,9421,-11580,710732
10/31/2016,43001,Korea,ND,-4716,-635,4641,23599,ND,164,-5977,660,158684
10/31/2016,43419,Lebanon,ND,60,-11,222,2414,ND,6,0,4,88
10/31/2016,43605,Malaysia,ND,31,-183,19,11434,ND,135,-76,-177,20895
10/31/2016,44806,Philippines,ND,-93,-135,81,6754,ND,0,-507,-195,17559
10/31/2016,46019,Singapore,ND,162,-115,-47,8535,ND,148,-4107,2537,97890
10/31/2016,46302,Taiwan,ND,-15,-2,8,77,ND,642,1934,297,136914
10/31/2016,46418,Thailand,ND,1478,-22,-1477,3041,ND,4,-810,117,34299
10/31/2016,46604,UAE,ND,-471,-22,225,3574,ND,527,21,-853,6852
10/31/2016,49999,AsiaTotal,ND,-58,-4605,6529,229815,ND,1277,-8327,-6629,1645426
10/31/2016,53201,Liberia,ND,2,-11,-11,1082,ND,10,247,56,10042
10/31/2016,53805,Mauritius,ND,-112,-2,330,452,ND,-151,20,-275,11500
10/31/2016,55719,SouthAfrica,ND,1501,150,-1144,12022,ND,-1,-827,31,70943
10/31/2016,57002,Egypt,ND,25,-12,-39,398,ND,16,8,189,2968
10/31/2016,59994,AfricaTotal,ND,1837,-10,-1181,25760,ND,187,-524,-345,98220
10/31/2016,60089,Australia,ND,-1410,-1374,1347,115277,ND,787,-3489,-900,158996
10/31/2016,61689,NZealand,ND,-63,-209,-183,11709,ND,-55,-498,-33,8280
10/31/2016,66666,EME,ND,2173,-4056,1457,436860,ND,3226,342,5149,1332042
10/31/2016,69995,ForeignAll,ND,-20100,-33202,28594,2403312,ND,5708,-142755,-8251,7071887
10/31/2016,79995,IROTotal,ND,-482,-1281,2350,65392,ND,-11,-7,28,76
10/31/2016,99996,Total,ND,-20582,-33317,29769,2468661,ND,5697,-142316,-8651,7071960
11/30/2016,10189,Austria,ND,42,-232,89,6838,ND,13,-199,-207,10831
11/30/2016,10251,Belgium,ND,7977,-241,-7802,7421,ND,-326,-3088,-783,45373
11/30/2016,10502,Denmark,ND,1039,-433,-413,12669,ND,240,-4828,-1366,59633
11/30/2016,10707,Finland,ND,171,-126,-159,3844,ND,-28,-1014,-466,32823
11/30/2016,10804,France,ND,631,-4022,2268,123840,ND,560,-6256,-1491,326601
11/30/2016,11002,Germany,ND,1064,-2213,398,68887,ND,325,-10456,-1253,270085
11/30/2016,11207,Greece,ND,-139,-1,63,2282,ND,-6,460,-66,5188
11/30/2016,11401,Ireland,ND,1292,-1642,-1736,62156,ND,-2796,4814,-5573,390454
11/30/2016,11509,Italy,ND,-373,-1090,1833,27739,ND,-287,-2378,-199,59403
11/30/2016,11703,Luxembourg,ND,3191,-2407,-2543,77668,ND,836,-1229,-2829,49489
11/30/2016,12009,Monaco,ND,-1,0,1,0,ND,-15,0,15,12
11/30/2016,12106,Netherlands,ND,-2777,-4983,3883,165819,ND,198,-8642,9446,252481
11/30/2016,12203,Norway,ND,-597,-769,415,24272,ND,-134,-129,578,25909
11/30/2016,12319,Portugal,ND,-21,-121,102,3126,ND,3,-539,-58,7048
11/30/2016,12505,Spain,ND,121,-797,-385,18776,ND,319,-7438,1653,82036
11/30/2016,12602,Sweden,ND,-435,-899,1203,30296,ND,281,138,-326,81574
11/30/2016,12688,Switzerland,ND,306,-615,387,15385,ND,-141,-9754,6639,392645
11/30/2016,12807,Turkey,ND,-191,-1093,148,14385,ND,-75,-2752,108,15617
11/30/2016,13005,UK,ND,-912,-5045,828,284693,ND,3293,-981,-4926,853349
11/30/2016,13006,Guernsey,ND,-5,-176,-488,10094,ND,64,-33,-104,28574
11/30/2016,13007,Jersey,ND,27,-258,-301,14140,ND,373,-93,939,83354
11/30/2016,15288,CzechRep,ND,-46,-26,51,700,ND,-43,-214,140,1899
11/30/2016,15768,Poland,ND,-2531,-669,1205,10830,ND,-109,-665,259,8359
11/30/2016,16101,Russia,ND,329,-136,-528,9592,ND,36,2043,951,46547
11/30/2016,16713,EuroArea,ND,10453,-18132,-3331,568380,ND,-1183,-36001,-1569,1531682
11/30/2016,19992,EurTotal,ND,7248,-29493,-1374,1035737,ND,1774,-53373,1811,3139520
11/30/2016,29998,Canada,ND,-1751,-8417,5120,324747,ND,-565,9127,-4238,416852
11/30/2016,30104,Argentina,ND,-425,-1445,720,21030,ND,124,-321,12,3335
11/30/2016,30155,Barbados,ND,74,-178,40,2849,ND,121,0,-116,8
11/30/2016,30309,Brazil,ND,-613,-2607,-3328,42902,ND,421,-13580,1075,107547
11/30/2016,30406,Chile,ND,-392,-550,-50,14635,ND,-31,-579,-769,10440
11/30/2016,30503,Colombia,ND,1181,-762,-418,18263,ND,43,-506,-87,5493
11/30/2016,31704,Mexico,ND,-363,-7134,-534,86625,ND,-90,-8123,995,55165
11/30/2016,31887,Panama,ND,-230,-458,416,7831,ND,90,1925,-948,21592
11/30/2016,32204,Peru,ND,-224,-552,310,8404,ND,-36,75,-292,1809
11/30/2016,32409,TrinidadTobago,ND,380,-44,-300,751,ND,-11,0,11,0
11/30/2016,32603,Uruguay,ND,-571,-290,586,3589,ND,17,-5,-17,42
11/30/2016,32719,Venezuela,ND,-90,-134,-148,5674,ND,0,-33,149,183
11/30/2016,34401,CaribTotal,ND,-2757,-6084,9357,394918,ND,-1427,11494,218,1329602
11/30/2016,35254,Aruba,ND,2,-12,9,202,ND,0,0,0,0
11/30/2016,35319,Bahamas,ND,73,-22,-112,734,ND,671,-82,-752,5412
11/30/2016,35602,Bermuda,ND,1372,-832,-764,29183,ND,550,-4858,10426,209287
11/30/2016,35807,BritishVI,ND,263,-321,86,10793,ND,-466,619,-23,51183
11/30/2016,36137,Cayman,ND,-2981,-2360,7813,344584,ND,-2440,11874,-11406,976167
11/30/2016,36188,Curacao,ND,-1183,-102,225,2295,ND,-61,5866,-605,84949
11/30/2016,37206,NethAnt,ND,-1183,-103,-677,4666,ND,-64,6068,-3512,64799
11/30/2016,39001,CaribBanking,ND,-3212,-3775,7912,393085,ND,-727,14927,-4732,1265582
11/30/2016,39942,LATotal,ND,-1696,-14717,-2280,215824,ND,562,-21176,814,206585
11/30/2016,41408,China,ND,845,-38,-955,1570,ND,-225,-1318,2764,105228
11/30/2016,42005,HongKong,ND,-877,-111,976,3579,ND,-1850,-2452,108,123846
11/30/2016,42102,India,ND,-290,-94,-610,9463,ND,-37,-10073,-565,123639
11/30/2016,42218,Indonesia,ND,184,-992,-731,25039,ND,-27,-4228,257,29883
11/30/2016,42501,Israel,ND,-916,-474,743,16266,ND,-125,-2369,-317,48757
11/30/2016,42609,Japan,ND,-2907,-5951,5143,88513,ND,15,-17133,-4794,688821
11/30/2016,43001,Korea,ND,-640,-786,999,23172,ND,-55,-4126,874,155376
11/30/2016,43419,Lebanon,ND,15,-62,140,2507,ND,1,-1,-4,84
11/30/2016,43605,Malaysia,ND,-680,-931,553,10376,ND,48,-1862,6,19087
11/30/2016,44806,Philippines,ND,-243,-248,185,6449,ND,79,-1963,-114,15561
11/30/2016,46019,Singapore,ND,-237,-275,83,8106,ND,-1124,2068,-602,98231
11/30/2016,46302,Taiwan,ND,4,-3,0,78,ND,-160,-3154,-1146,132454
11/30/2016,46418,Thailand,ND,73,-45,-93,2975,ND,-119,-517,-493,33169
11/30/2016,46604,UAE,ND,-1919,-106,1736,3285,ND,-71,-106,67,6742
11/30/2016,49999,AsiaTotal,ND,-7485,-10859,7480,218950,ND,-3663,-47426,-3575,1590762
11/30/2016,53201,Liberia,ND,-7,-41,27,1062,ND,1,530,-437,10136
11/30/2016,53805,Mauritius,ND,-6,-18,5,433,ND,-5,-495,653,11654
11/30/2016,55719,SouthAfrica,ND,370,-423,-720,11249,ND,98,-5821,73,65293
11/30/2016,57002,Egypt,ND,-21,-8,-1,367,ND,6,-45,-721,2207
11/30/2016,59994,AfricaTotal,ND,288,-1010,-633,24405,ND,111,-6503,108,91936
11/30/2016,60089,Australia,ND,-7720,-3578,6908,110886,ND,283,-650,-923,157707
11/30/2016,61689,NZealand,ND,-59,-269,-93,11288,ND,-380,-233,417,8084
11/30/2016,66666,EME,ND,-8425,-22561,300,406174,ND,-3196,-59559,3598,1272885
11/30/2016,69995,ForeignAll,ND,-13933,-76718,26634,2339295,ND,-3303,-108587,-6275,6953722
11/30/2016,79995,IROTotal,ND,-3087,-3159,5212,64358,ND,-10,-12,32,85
11/30/2016,99996,Total,ND,-17020,-77317,29262,2403586,ND,-3313,-108519,-6312,6953815
12/31/2016,10189,Austria,6995,-713,-1,871,6995,11309,-1,452,28,11309
12/31/2016,10251,Belgium,7167,9687,-8,-9933,7167,47385,20,897,1096,47385
12/31/2016,10502,Denmark,13351,585,-44,141,13351,61940,15,2940,-648,61940
12/31/2016,10707,Finland,4054,-3,3,210,4054,34706,29,1830,24,34706
12/31/2016,10804,France,127033,-1692,25,4861,127033,345591,1621,17511,-143,345591
12/31/2016,11002,Germany,67834,-8463,-36,7445,67834,293355,640,18916,3714,293355
12/31/2016,11207,Greece,2126,-89,0,-67,2126,5245,-28,76,9,5245
12/31/2016,11401,Ireland,66637,798,143,3539,66637,389370,-389,17291,-17987,389370
12/31/2016,11509,Italy,26082,-115,91,-1632,26082,65151,89,7742,-2082,65151
12/31/2016,11703,Luxembourg,74719,2857,271,-6077,74719,53596,261,2556,1290,53596
12/31/2016,12009,Monaco,0,1,0,-1,0,9,-7,4,0,9
12/31/2016,12106,Netherlands,167591,-581,335,2018,167591,262566,-83,9624,544,262566
12/31/2016,12203,Norway,24623,61,20,269,24623,27070,68,887,206,27070
12/31/2016,12319,Portugal,3040,-21,6,-70,3040,7528,47,410,23,7528
12/31/2016,12505,Spain,19489,893,34,-213,19489,91882,-143,6607,3381,91882
12/31/2016,12602,Sweden,30301,-879,121,763,30301,85434,-219,3569,510,85434
12/31/2016,12688,Switzerland,10998,167,48,-4602,10998,407325,-195,16591,-1716,407325
12/31/2016,12807,Turkey,13663,-121,-78,-523,13663,16002,-76,362,99,16002
12/31/2016,13005,UK,286924,-7643,203,9670,286924,878262,5614,34294,-14996,878262
12/31/2016,13006,Guernsey,12851,-102,7,2852,12851,29175,121,1140,-660,29175
12/31/2016,13007,Jersey,14661,-19,10,529,14661,86944,-1091,3322,1359,86944
12/31/2016,15288,CzechRep,728,0,-1,29,728,1962,-13,66,11,1962
12/31/2016,15768,Poland,10895,-206,28,243,10895,9108,-75,666,157,9108
12/31/2016,16101,Russia,10170,85,394,99,10170,51570,7,5419,-403,51570
12/31/2016,16713,EuroArea,572769,2541,887,961,572769,1607684,2048,84007,-10053,1607684
12/31/2016,19992,EurTotal,1041903,-5352,1700,9818,1041903,3273696,8170,153945,-27940,3273696
12/31/2016,29998,Canada,333267,2488,636,5396,333267,422378,743,6427,-1644,422378
12/31/2016,30104,Argentina,21053,-1230,709,543,21053,3295,312,-90,-262,3295
12/31/2016,30155,Barbados,2833,108,60,-183,2833,4,-325,2,320,4
12/31/2016,30309,Brazil,42073,-211,1308,-1926,42073,108065,382,262,-126,108065
12/31/2016,30406,Chile,14655,-715,102,633,14655,11230,278,-63,575,11230
12/31/2016,30503,Colombia,18806,378,343,-178,18806,5571,14,414,-350,5571
12/31/2016,31704,Mexico,90111,1411,1577,498,90111,52795,-334,255,-2292,52795
12/31/2016,31887,Panama,7763,-231,-57,220,7763,21545,221,484,-752,21545
12/31/2016,32204,Peru,8382,-101,-7,86,8382,1871,-8,3,67,1871
12/31/2016,32409,TrinidadTobago,810,-50,16,93,810,0,0,0,0,0
12/31/2016,32603,Uruguay,3544,-396,5,346,3544,29,26,0,-40,29
12/31/2016,32719,Venezuela,5887,-78,379,-88,5887,6,26,5,-208,6
12/31/2016,34401,CaribTotal,399514,-4928,907,8617,399514,1385089,2702,3587,49198,1385089
12/31/2016,35254,Aruba,200,1,4,-8,200,0,1,0,-1,0
12/31/2016,35319,Bahamas,708,1521,2,-1549,708,5141,155,143,-568,5141
12/31/2016,35602,Bermuda,29480,-104,94,307,29480,217087,-333,4909,3224,217087
12/31/2016,35807,BritishVI,10911,194,37,-113,10911,53059,-1189,-208,3274,53059
12/31/2016,36137,Cayman,347238,-5679,102,8231,347238,1020354,2314,-3971,45844,1020354
12/31/2016,36188,Curacao,2258,-217,8,172,2258,88188,100,-100,3239,88188
12/31/2016,37206,NethAnt,4680,-219,8,225,4680,64972,97,-104,180,64972
12/31/2016,39001,CaribBanking,396100,-4906,149,7772,396100,1317186,3643,1460,46500,1317186
12/31/2016,39942,LATotal,219404,-509,4656,-567,219404,204474,914,1272,-4297,204474
12/31/2016,41408,China,1739,-476,-11,656,1739,98597,107,-4459,-2279,98597
12/31/2016,42005,HongKong,3696,-842,8,951,3696,118394,2512,-7854,-109,118394
12/31/2016,42102,India,9096,-51,58,-374,9096,123162,252,-98,-630,123162
12/31/2016,42218,Indonesia,25921,199,23,660,25921,30357,-44,1561,-1043,30357
12/31/2016,42501,Israel,16451,-308,293,200,16451,48006,-69,-274,-407,48006
12/31/2016,42609,Japan,91407,-1727,-1311,5932,91407,695499,-869,5869,1678,695499
12/31/2016,43001,Korea,22754,-3103,-242,2928,22754,153931,855,-1097,-1203,153931
12/31/2016,43419,Lebanon,2604,43,49,5,2604,79,19,7,-31,79
12/31/2016,43605,Malaysia,10538,-318,101,378,10538,18870,95,40,-352,18870
12/31/2016,44806,Philippines,6293,-61,-33,-62,6293,15756,-8,121,82,15756
12/31/2016,46019,Singapore,8158,-1847,-27,1926,8158,100147,-141,-2009,4066,100147
12/31/2016,46302,Taiwan,82,156,-1,-152,82,130254,302,-1692,-810,130254
12/31/2016,46418,Thailand,2952,128,-3,-148,2952,34371,-30,666,566,34371
12/31/2016,46604,UAE,3333,-14,62,0,3333,7265,-28,563,-12,7265
12/31/2016,49999,AsiaTotal,222530,-8128,-974,12682,222530,1585132,2284,-8077,163,1585132
12/31/2016,53201,Liberia,1017,1,15,-61,1017,10193,-5,132,-71,10193
12/31/2016,53805,Mauritius,451,-1,6,12,451,11843,-37,-7,233,11843
12/31/2016,55719,SouthAfrica,11431,547,256,-621,11431,67504,-5,3458,-1242,67504
12/31/2016,57002,Egypt,356,0,0,-12,356,2247,-7,183,-136,2247
12/31/2016,59994,AfricaTotal,24751,596,465,-715,24751,94587,10,3801,-1161,94587
12/31/2016,60089,Australia,110350,-1044,-122,630,110350,160634,447,3700,-1220,160634
12/31/2016,61689,NZealand,11137,-33,-113,-5,11137,7776,-2,-218,-89,7776
12/31/2016,66666,EME,410735,-6556,5799,5318,410735,1267336,3920,-2360,-7109,1267336
12/31/2016,69995,ForeignAll,2365524,-16884,8567,34546,2365524,7146224,15266,165121,12115,7146224
12/31/2016,79995,IROTotal,70622,-2396,618,8042,70622,96,9,12,-10,96
12/31/2016,99996,Total,2436145,-19280,7885,43955,2436146,7146320,15275,164668,12562,7146321
1/31/2017,10189,Austria,ND,33,38,120,7187,ND,76,613,-160,11838
1/31/2017,10251,Belgium,ND,14063,34,-13921,7343,ND,-41,13,99,47457
1/31/2017,10502,Denmark,ND,-2076,182,2710,14167,ND,-338,2753,390,64745
1/31/2017,10707,Finland,ND,377,17,-318,4130,ND,13,-233,154,34640
1/31/2017,10804,France,ND,-1651,382,1822,127586,ND,1001,2033,-3852,344772
1/31/2017,11002,Germany,ND,-4954,540,7219,70639,ND,-125,9187,-2549,299868
1/31/2017,11207,Greece,ND,0,0,-15,2112,ND,-11,-406,238,5065
1/31/2017,11401,Ireland,ND,5167,30,-3624,68210,ND,749,1930,5206,397254
1/31/2017,11509,Italy,ND,-662,129,1965,27514,ND,91,-1803,921,64361
1/31/2017,11703,Luxembourg,ND,4130,-9,-1970,76871,ND,1194,1089,-1896,53983
1/31/2017,12009,Monaco,ND,-7,0,7,0,ND,-78,1,77,8
1/31/2017,12106,Netherlands,ND,-1309,253,1560,168094,ND,731,4626,4054,271976
1/31/2017,12203,Norway,ND,578,179,-356,25024,ND,-433,1797,315,28750
1/31/2017,12319,Portugal,ND,18,11,75,3145,ND,-37,-49,-82,7361
1/31/2017,12505,Spain,ND,212,186,556,20443,ND,59,2147,-4574,89513
1/31/2017,12602,Sweden,ND,-268,123,1072,31228,ND,274,4896,-98,90506
1/31/2017,12688,Switzerland,ND,3567,123,-307,14382,ND,-1160,16365,-2186,420344
1/31/2017,12807,Turkey,ND,-41,-140,243,13725,ND,46,568,282,16898
1/31/2017,13005,UK,ND,-5084,614,20951,303404,ND,3743,10863,16671,909539
1/31/2017,13006,Guernsey,ND,98,28,-159,12817,ND,-15,359,384,29904
1/31/2017,13007,Jersey,ND,-152,32,-337,14204,ND,-5,1068,-147,87859
1/31/2017,15288,CzechRep,ND,-10,10,226,955,ND,-4,45,94,2097
1/31/2017,15768,Poland,ND,-317,328,441,11346,ND,-55,951,147,10150
1/31/2017,16101,Russia,ND,-100,69,403,10542,ND,36,-141,726,52191
1/31/2017,16713,EuroArea,ND,15587,1638,-6705,583289,ND,3807,19181,-2719,1627952
1/31/2017,19992,EurTotal,ND,11921,3396,17469,1074689,ND,6095,58960,13817,3352568
1/31/2017,29998,Canada,ND,-9427,1375,12934,338149,ND,-1015,14855,4804,441022
1/31/2017,30104,Argentina,ND,6011,83,-3296,23851,ND,229,612,113,4249
1/31/2017,30155,Barbados,ND,52,59,-84,2861,ND,237,3,-244,1
1/31/2017,30309,Brazil,ND,-1319,1628,2043,44425,ND,175,11405,2243,121888
1/31/2017,30406,Chile,ND,1565,208,-1618,14809,ND,47,487,92,11856
1/31/2017,30503,Colombia,ND,-3387,413,4196,20029,ND,28,191,460,6251
1/31/2017,31704,Mexico,ND,290,-1,-541,89859,ND,-9,1159,2544,56488
1/31/2017,31887,Panama,ND,-253,116,140,7767,ND,-127,1454,38,22910
1/31/2017,32204,Peru,ND,-256,116,292,8534,ND,54,181,140,2246
1/31/2017,32409,TrinidadTobago,ND,-71,17,-20,736,ND,3,0,-3,0
1/31/2017,32603,Uruguay,ND,-764,79,657,3517,ND,16,2,-6,41
1/31/2017,32719,Venezuela,ND,-52,283,-10,6108,ND,23,4,-25,8
1/31/2017,34401,CaribTotal,ND,-8831,1511,10559,402753,ND,2355,36053,-8598,1414899
1/31/2017,35254,Aruba,ND,0,4,-6,198,ND,-2,0,2,0
1/31/2017,35319,Bahamas,ND,-1544,0,1863,1027,ND,-248,125,-79,4940
1/31/2017,35602,Bermuda,ND,-296,4,487,29675,ND,-572,7356,-2244,221627
1/31/2017,35807,BritishVI,ND,1125,-1,-809,11225,ND,194,1261,-2659,51855
1/31/2017,36137,Cayman,ND,-6909,777,8452,349559,ND,3143,24264,2106,1049866
1/31/2017,36188,Curacao,ND,-128,0,313,2443,ND,325,-252,-2867,85394
1/31/2017,37206,NethAnt,ND,-130,0,443,4993,ND,326,-258,52,65092
1/31/2017,39001,CaribBanking,ND,-10257,897,12683,399423,ND,2328,32942,-2372,1350084
1/31/2017,39942,LATotal,ND,3527,3178,536,226645,ND,437,15517,5601,226029
1/31/2017,41408,China,ND,-451,19,534,1841,ND,-20,6900,-2763,102714
1/31/2017,42005,HongKong,ND,-1722,0,1727,3701,ND,964,9037,-3713,124682
1/31/2017,42102,India,ND,306,19,-280,9141,ND,-761,5322,2084,129807
1/31/2017,42218,Indonesia,ND,-265,394,-61,25990,ND,25,16,633,31032
1/31/2017,42501,Israel,ND,-369,194,285,16561,ND,-46,412,802,49174
1/31/2017,42609,Japan,ND,-81,2048,1069,94443,ND,369,25815,4916,726599
1/31/2017,43001,Korea,ND,2344,349,-3616,21831,ND,623,11793,4191,170538
1/31/2017,43419,Lebanon,ND,-32,42,54,2668,ND,0,1,-3,77
1/31/2017,43605,Malaysia,ND,-197,209,88,10637,ND,-80,579,258,19626
1/31/2017,44806,Philippines,ND,368,33,1003,7698,ND,-11,915,172,16832
1/31/2017,46019,Singapore,ND,132,81,62,8434,ND,-1743,8258,5719,112381
1/31/2017,46302,Taiwan,ND,21,1,-19,85,ND,546,6445,1681,138925
1/31/2017,46418,Thailand,ND,167,50,-209,2960,ND,-16,1293,210,35859
1/31/2017,46604,UAE,ND,-159,41,78,3293,ND,15,118,215,7613
1/31/2017,49999,AsiaTotal,ND,-105,3712,1371,227507,ND,-654,77317,15273,1677068
1/31/2017,53201,Liberia,ND,6,6,32,1061,ND,-2,1423,36,11650
1/31/2017,53805,Mauritius,ND,13,3,-8,459,ND,-77,585,267,12618
1/31/2017,55719,SouthAfrica,ND,672,189,-596,11696,ND,277,1834,1546,71161
1/31/2017,57002,Egypt,ND,142,6,730,1233,ND,13,36,13,2309
1/31/2017,59994,AfricaTotal,ND,1019,287,-356,25701,ND,359,4671,706,100323
1/31/2017,60089,Australia,ND,-1299,834,2907,112793,ND,-498,6851,3708,170694
1/31/2017,61689,NZealand,ND,-8,245,9,11384,ND,-357,672,337,8427
1/31/2017,66666,EME,ND,4054,5395,1793,421977,ND,-204,73113,17913,1358159
1/31/2017,69995,ForeignAll,ND,-3208,14691,45474,2422481,ND,6730,215077,37522,7405553
1/31/2017,79995,IROTotal,ND,2969,711,-2817,71485,ND,38,18,-35,117
1/31/2017,99996,Total,ND,-239,15004,43040,2493950,ND,6768,214242,38383,7405714
2/28/2017,10189,Austria,ND,-1814,6,1525,6904,ND,2,-2,294,12132
2/28/2017,10251,Belgium,ND,13521,-4,-13483,7377,ND,-86,915,162,48448
2/28/2017,10502,Denmark,ND,1773,-48,-421,15471,ND,15,-340,-247,64173
2/28/2017,10707,Finland,ND,-112,11,240,4269,ND,-1,1182,-1172,34649
2/28/2017,10804,France,ND,-4926,96,5203,127959,ND,134,1184,-2690,343401
2/28/2017,11002,Germany,ND,-8732,53,6991,68951,ND,-94,1250,-4176,296848
2/28/2017,11207,Greece,ND,16,0,12,2140,ND,7,149,-40,5181
2/28/2017,11401,Ireland,ND,782,465,-235,69222,ND,1268,-1435,22684,419771
2/28/2017,11509,Italy,ND,-1417,-236,1322,27184,ND,1312,-204,1544,67014
2/28/2017,11703,Luxembourg,ND,2887,641,-2075,78324,ND,-739,499,2600,56344
2/28/2017,12009,Monaco,ND,-25,0,25,0,ND,-7,-1,7,7
2/28/2017,12106,Netherlands,ND,-6903,1077,7937,170205,ND,-107,9876,-3651,278094
2/28/2017,12203,Norway,ND,-30,137,180,25310,ND,-116,-850,260,28043
2/28/2017,12319,Portugal,ND,-68,3,160,3239,ND,-28,111,118,7562
2/28/2017,12505,Spain,ND,-575,-127,142,19882,ND,22,465,2077,92077
