"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2007Q2",3330.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2007Q3",5902.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2007Q4",9807.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2008Q1",9099.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2008Q2",8576.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2008Q3",9222.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2008Q4",8719.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2009Q1",8893
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2009Q2",8471.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2009Q3",8368
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2009Q4",9621.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2010Q1",10858.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2010Q2",12429
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2010Q3",13994.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2010Q4",15737.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2011Q1",14313.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2011Q2",13738.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2011Q3",14723.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2011Q4",14709.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2012Q1",15545.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2012Q2",15133.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2012Q3",9893.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2012Q4",12649.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2013Q1",9261.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2013Q2",9360.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2013Q3",10597.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2013Q4",12637.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2014Q1",10067.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2014Q2",8646.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2014Q3",7953.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2014Q4",3869
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2003Q2",1207.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2003Q3",1414.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2003Q4",3737.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2004Q1",4043.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2004Q2",3294.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2004Q3",3054.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2004Q4",3020.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2005Q1",3112.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2005Q2",3307.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2005Q3",2654.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2005Q4",1851.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2006Q1",497.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2006Q2",511.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2006Q3",418.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2006Q4",523.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Non-financial corporations ","Total ","2007Q1",530
